toxicity	message
0.5154597	******* ** *.*.*. (****-*****-****):  *** ******* *** **** ** *.*.*. *** ***** ************ ** ******** ********—******** ** *** **** ** ***, ****, **—** *** ***** ****** ***** ******* ** *** ****** ****** ** *******, **** ************ *************.  ********* ********* ** “****-*****-****” ******* *** *** *** ***** *******, **** **** ******* ****** ********** *** ****** ***** ** ******* ** ******* **********, *** ****** *** ********* *******.  ******** **** **** ******* ********** ****** **** * **** ** *******, ** *** ***** ******* *** **** ********* ** ** *** ******* *** ** *** ********* ******** ** *** ****** *************.  ***** ** *** ****** ** ****, *.*.*. *** ******** ** ** *** ******** ****, “****-*****-****.”  *** ***** ** *** **** ****** *** ******* ** ** * ******* **** ******* **********’* ******* ********** ***********.  *** **** ****** ****** *** **** *** *** ****** *** ** ******* *** *************** ** *** ******* ******* ********* *** ******* ** *** ****** ***** ** *******.  ******** *.*.*. *** ***** ******** ************, ****** *** *** ******* **** *** ******* *** ******* *** **** ************.  ********** ** *** **** ******, *.*.*. ***** **** ** ******** *******, *******’* *******.  *** *** **** ****** *** ****** ******* ** **** *.*.*. ** *** ***** ** **********, ******* **** ******** ** ********* ******.  **** **** * **** ***** *** *********** ** *.*.*., **** **** *** ******** ** ******’* *********** ******.  ** *** ****, **. ******** *** ** ********* ***** ** ****** *.*.*. ********* ** **********.   # #
0.27718905	*** * ** *** * ******. * ** * ************ ********* ******. *** ***'* *** ******* **? * ** * ********* ****** *** *'** **** ******* *****. ****** ******* **. - ******** */*/**.
0.0918138	****** ******* ** *********:******* **** (*********) ***** ****** ***  *** *** ***** ******** ******* *** **** ************ ** ******** *********** ** *** **** *****.
0.23611829	** *** **** **** **** *** **** *** *** ** * ***** ** **** ** ******* ****** ** ******* ** **** ****?
0.060734577	*** *********** *** **** ** **** ****** **** *******. ** *** **** * ******* ** ****'* ***** ***** ****, *** ********* ** * ***** ***********. ** *** **** ******* **** ****** *** **** ****. ** ** *********** ** **** **** *** ***** **** **** ******* ****** ** ****** ** ** *** ****** ** ****'* ***** ** '***** ** ** **** **', ***** ***** *** ****** *** ******* ** *** ************ ****** ****. ** *** *** *********, *** *** **** **** *** ***** ** ********* **** ****'*. *** ***** **** **** ******* *** ******** ** **** *** ** *** ******* ** *** ***** '****** **** ********'.
0.09690306	"""  **** ** ***** **** *** ******* *****: """"***** *** **** ** ******** ** ******* ** *, ********** ********* ***** ***** ****. ******* ** *** **** **** * '******* ********' ***** *** ** ***** ***."""" ***** ******* **** """"** ********"""".   """
0.025735864	***, ** ****/*** ****** *** ***** ** **** *******.. **** ****** ** **** ******* **** ** **. **** *** )
0.11934912	******, ****'* *****. ****'* ** *********** ***** ******* ** **** ** *** *** *** * ****** *******, ** ** ***** ******* ** ** **** ***** ***, *** **** *** **** **** ** *** ** ****** ***** **** ****** ******* ** *******. ** *** ** **** ****** *** ****** ***** ****** ****** ** ******, *****, **** ************ ********* (****** *** *******) *** ***-*** *** ** ** *** ***** **'* *** **** ******** (*** * **** *** **** ****** *** **** ***** * ****'* **** **** ************* ** ******** ** ***********). *** ******* ********** ** ****, *** **** ***** *** *** ********* ***** *** *** **** **** ****** **** **** ***** **'* *********** (******** **'* ******* ** *** ********** ** *** ******* ******). * ***** ***** **** ****** *** ******* *** ***** *** ******* ******** ** **** ******* **. ******* ** *** ***** ****, ** **** ********..
0.09538951	"""   ***** ** ******   **, * ***.  ***** ***** ****!  ******* ** ****** ******* ** ** *** ******* (""""** ** ******* *** ********** ************* **** * ** *** *** ** *** *****-***** *********, *** ********* ****** ********* ** ********** ** ***/**************** *******"""")?   """
0.24449664	""" *** **** *** ******.  *'** ******** **** ****** *** **** * ******* ** *****'* ******  **** """
0.06482571	***.**.**.*** **** ** *** **** ** **** * *****? * ******* *** ***** ****** * ***** ********** ** -* (***** ** *** * ********* *********) *** * ***** *'* *****.
0.87869316	**** *** ******** **** *** ******
0.1346282	******* ***** ******* **** ******* ***** ******* ** ****'* *****. ** ******** *** *** *******.
0.14547616	"""==****** ******* **** *********==  ** *****, ****, ****** *** ********, **** * ******** **** ***** **** ******* *** ****** ** ****** **** ****** ******* **** ********* *** ** ***. ******** **** ***** **** *** **** ** ****, *** **** ** ***** ** ** **** ******* ** **** * *** **** ****'* ********* - ** ** *** *** ******* *** **** ********* *******, **** **** ******* ****** ******* *** ****** """"****** **** ***** **** ******* **** *********."""" *** ******** *** *** **** ***** *** **** **** **** ** **** *** ****** ** *** ** **** ******** ****, *** *** *** **** ***** *** **** **** ** *** **** ******* ** *** ********* ** **** *** ****** ** ***** ****** ****** **, ** **** ************* **** ***** *******, ***.      """
0.2436213	*****, * **** * ****** ** ********* ********* **** **** **** ** *****'* ******. *********, *** ******* ******* *** ***** ********** ****** ****** **** ****. *** *** **** *** ** **** ***** *********?  **:** *** **, **** (***)  **** **** ** ******* **** ********* ******** **** ** ** ***** ** *** **** (**** **** *** ** **** ** ******** * ****). * **** * ******* ** ********** ******** *** ******, ***** * *** *** **** ** *** ******* (* ******** ****** ****).  * **** ****** ***** **** ** *** *********** **** *** ***** ****** ** ******* *** **** *** **** ********. ** **********, * ******* **** *****'* ****** *** *** *** **** ** *** *-****, *** *** *** ******* *****. *******, *********** ** *** *-**** *** ***** ****** ***********, ***** ********* ***** **** *** *****'* ****** (***** ***** *******).  ** *** ***, **** ************* ** ********* *** **********.   **:** *** **, **** (***)
0.29537702	****   **** ******** ** *** **** ********. ** *** *** *** ** ** * *** ** ******** ****** *******, ** * **** ******* *** ********. (******* ***'* ***** ***** * **** *** ****** ** ***)
0.3129017	"""   *******: *** ***** ** *** ****** ** **** ****.  ******* > ****: ** ****** '***********"""" *** ********.  ***.***   *******: *** ***** ** *** ****** ** **** ****.  ******* > ****: ** ****** '***********"""" *** ********.  ***.***"""
0.94992846	*** **   *****, ***** *** *** **? *'* *** ****** *** ********** **** ********** ** ******** (*******), ** *** ** **** *****? ** *** ** *****, *****.
0.08516643	***** ******* **** ******** ******, **** *** ** ******** ****** ****** **** **** ** ******** *******.*** ***** ** **** ******* ** *****.
0.9008318	********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********  ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* ********* *********
0.10877335	* ***** *** ** *********.
0.05590226	* ***'* ******.  ********* * *** **** ***** ****?   (****)
0.69542736	***, ****'* **** ***** *** **** ********?   ****'** ******* *** * ******* ******** *** *** ** ********. ***** **** ***** ** ** **** *****, ** ********* ***** ****. -
0.150152	*'** **** ****** **** ******. *********** * ***'* *** *** ***'** ******** ** * ****** ******** ***** **** ***********.
0.31089434	***** *** **********, **** ***********. *'** ***** ******** ******* **** ******* *** ******* ******** ******* ***** *** *** *** ******** *****, ******* ***** ******** **** ******* ******** ******* ******** ** ***** *** ****** ******. ***** *** *** **** ****.
0.41090328	"""  **** *** ***** **** ** ********* *** *** * *** ***** **. *** **** *** ***** ********* ****** *** *** **** *** *** **** ****** ** ******* *** **** * **** ****** *** *** *** **** *** ** *******. **** ** ****** ** *** ** **-****** ** ******* *** *** *** ****/**** **** *******. ** ********** ****** """"*** ***** **** *** ***?"""" *** **** ** ******* ******* *** ****** *** * ** *** *** (***** ******* *** ****** ** *******) ******* *** ******, **********, ***** ** *******, ******** ****** *** ********* *** **** **** ** *** ***** ********** *** ***/**** **** **** *** **** **** *******. **** *** **** ******** **** ** **** **** **** ** **** ** ***** ***** ***, ** *** *** ********* * ****** **** **** **** ** ***** **. """
